size,best_config,best_config_name,best_time_ms,best_tflops,pytorch_time_ms,pytorch_tflops,triton_time_ms,triton_tflops,speedup_cutlass_vs_pytorch,speedup_triton_vs_pytorch
64,6,64x32x32_W32x32x32_S5,0.008736000396311283,0.06001464929206929,0.018319999799132347,0.028618340925136404,,,2.0970694789423137,
128,5,128x32x32_W64x32x32_S4,0.00886400043964386,0.47318409205409734,0.018112000077962875,0.2315759707346329,,,2.043321207088138,
256,7,32x64x32_W32x32x32_S5,0.008832000195980072,3.799188321493976,0.018223999999463558,1.841222124724962,,,2.0634057512542063,
512,6,64x32x32_W32x32x32_S5,0.008799999952316284,30.504029256198347,0.01793600060045719,14.966293878979771,,,2.038181897459691,
1024,10,64x128x64_W32x64x64_S4,0.012640000320971012,169.89585391363573,0.018848000094294548,113.93695019399229,,,1.491139210101431,
2048,0,128x256x64_W64x64x64_S3,0.0427200011909008,402.1504846694444,0.035679999738931656,481.49857930784856,,,0.835205963115267,
4096,0,128x256x64_W64x64x64_S3,0.2861279994249344,480.34080463368656,0.18543999642133713,741.1505399284292,,,0.6481015377524676,
8192,0,128x256x64_W64x64x64_S3,2.4653600454330444,445.98420008176487,1.6821280121803284,653.643254148561,,,0.6823052135108565,
